Datetime,AMZN
2018-03-05 14:30:00,1495.800048828125
2018-03-05 15:30:00,1512.6400146484375
2018-03-05 16:30:00,1515.3399658203125
2018-03-05 17:30:00,1517.9996337890625
2018-03-05 18:30:00,1516.9599609375
2018-03-05 19:30:00,1522.07666015625
2018-03-05 20:30:00,1523.6199951171875
2018-03-06 14:30:00,1540.0400390625
2018-03-06 15:30:00,1529.6300048828125
2018-03-06 16:30:00,1534.8499755859375
2018-03-06 17:30:00,1537.9046630859375
2018-03-06 18:30:00,1536.489990234375
2018-03-06 19:30:00,1538.4599609375
2018-03-06 20:30:00,1537.1700439453125
2018-03-07 14:30:00,1538.9864501953125
2018-03-07 15:30:00,1535.8900146484375
2018-03-07 16:30:00,1531.5400390625
2018-03-07 17:30:00,1535.239990234375
2018-03-07 18:30:00,1536.2900390625
2018-03-07 19:30:00,1540.8983154296875
2018-03-07 20:30:00,1544.9000244140625
2018-03-08 14:30:00,1550.2283935546875
2018-03-08 15:30:00,1552.47998046875
2018-03-08 16:30:00,1550.989990234375
2018-03-08 17:30:00,1548.68603515625
2018-03-08 18:30:00,1549.4852294921875
2018-03-08 19:30:00,1550.7598876953125
2018-03-08 20:30:00,1551.199951171875
2018-03-09 14:30:00,1561.93994140625
2018-03-09 15:30:00,1566.3709716796875
2018-03-09 16:30:00,1568.5
2018-03-09 17:30:00,1570.6689453125
2018-03-09 18:30:00,1571.8841552734375
2018-03-09 19:30:00,1575.68994140625
2018-03-09 20:30:00,1578.93994140625
2018-03-12 13:30:00,1597.8060302734375
2018-03-12 14:30:00,1594.0
2018-03-12 15:30:00,1601.8199462890625
2018-03-12 16:30:00,1602.3499755859375
2018-03-12 17:30:00,1597.4130859375
2018-03-12 18:30:00,1600.7198486328125
2018-03-12 19:30:00,1599.43994140625
2018-03-13 13:30:00,1608.9449462890625
2018-03-13 14:30:00,1584.72998046875
2018-03-13 15:30:00,1585.0
2018-03-13 16:30:00,1599.7476806640625
2018-03-13 17:30:00,1590.632568359375
2018-03-13 18:30:00,1587.3399658203125
2018-03-13 19:30:00,1588.1800537109375
2018-03-14 13:30:00,1602.8699951171875
2018-03-14 14:30:00,1596.9100341796875
2018-03-14 15:30:00,1597.3699951171875
2018-03-14 16:30:00,1597.1199951171875
2018-03-14 17:30:00,1599.6240234375
2018-03-14 18:30:00,1592.72998046875
2018-03-14 19:30:00,1591.0
2018-03-15 13:30:00,1581.800048828125
2018-03-15 14:30:00,1586.0999755859375
2018-03-15 15:30:00,1584.9300537109375
2018-03-15 16:30:00,1585.6400146484375
2018-03-15 17:30:00,1582.3453369140625
2018-03-15 18:30:00,1583.989013671875
2018-03-15 19:30:00,1582.3299560546875
2018-03-16 13:30:00,1585.62744140625
2018-03-16 14:30:00,1578.3199462890625
2018-03-16 15:30:00,1573.510009765625
2018-03-16 16:30:00,1572.2889404296875
2018-03-16 17:30:00,1572.2032470703125
2018-03-16 18:30:00,1568.300048828125
2018-03-16 19:30:00,1571.489990234375
2018-03-19 13:30:00,1560.72998046875
2018-03-19 14:30:00,1548.8138427734375
2018-03-19 15:30:00,1540.260009765625
2018-03-19 16:30:00,1532.105224609375
2018-03-19 17:30:00,1541.469970703125
2018-03-19 18:30:00,1533.5423583984375
2018-03-19 19:30:00,1545.5799560546875
2018-03-20 13:30:00,1568.1717529296875
2018-03-20 14:30:00,1569.93994140625
2018-03-20 15:30:00,1574.97998046875
2018-03-20 16:30:00,1574.2099609375
2018-03-20 17:30:00,1574.626708984375
2018-03-20 18:30:00,1578.5799560546875
2018-03-20 19:30:00,1586.5
2018-03-21 13:30:00,1584.155029296875
2018-03-21 14:30:00,1579.3199462890625
2018-03-21 15:30:00,1584.3199462890625
2018-03-21 16:30:00,1579.72998046875
2018-03-21 17:30:00,1579.050048828125
